,company,chi,p,sub_ids
101,CHINA UNICOM (HONG KONG) LTD,19.679468551003023,0.011619194617409123,0001193125-21-124687
126,IDEX BIOMETRICS ASA,19.747861478835382,0.011333248831850528,0001193125-21-128985
11,YALLA GROUP LTD,19.852146753390038,0.010910138406977996,0001193125-21-104578
392,TOYOTA MOTOR CORP_,19.887648643373435,0.010769573705084405,0001193125-21-197902
17,"ASE TECHNOLOGY HOLDING CO., LTD.",19.91261492137462,0.010671761509980103,0000950103-21-005259
156,OPTIBASE LTD,19.995988307108853,0.010351238883906762,0001178913-21-001478
212,SUZANO S.A.,20.019994010786753,0.010260670881082684,0001104659-21-057773
371,JAMES HARDIE INDUSTRIES PLC,20.10228401679621,0.009955926453969885,0001159152-21-000045
7,TEEKAY TANKERS LTD.,20.142239924382476,0.009811099352832994,0001628280-21-006333
341,LUOKUNG TECHNOLOGY CORP.,20.357906742620006,0.009063545679802682,0001213900-21-026236
106,CNOOC LTD,20.407128058190686,0.00890074613999701,0000950103-21-005896
36,HOEGH LNG PARTNERS LP,20.472909137095883,0.008687545166632478,0001104659-21-048689
225,NAVIOS MARITIME HOLDINGS INC.,20.484124750378623,0.00865168650190289,0001193125-21-140923
183,CHINA TELECOM CORP LTD,20.501318286541917,0.008596990500031942,0001193125-21-135257
117,CHINDATA GROUP HOLDINGS LTD,20.56938083632216,0.008383706299337813,0001564590-21-020153
407,DR REDDYS LABORATORIES LTD,20.626103244838944,0.008209843639291814,0001575872-21-000138
120,"51JOB, INC.",20.642126544233882,0.008161359724367212,0001104659-21-054034
29,NANOBIOTIX S.A.,20.794976771955834,0.007712462324716172,0001628280-21-006675
271,MATERIALISE NV,20.932941879347016,0.00732771258096231,0001193125-21-145001
105,EURODRY LTD.,20.963739147964397,0.007244379475848745,0000919574-21-003064
210,INDUSTRIAS BACHOCO S.A.B. DE C.V.,21.070728273152227,0.006961900726427251,0001104659-21-057737
82,CANADIAN SOLAR INC.,21.115081410965363,0.006847928108658333,0001104659-21-051958
281,METEN EDTECHX EDUCATION GROUP LTD.,21.166100192620235,0.006719045306640894,0001213900-21-023876
232,ULTRAPAR HOLDINGS INC,21.319780474198406,0.006344764903754939,0001554855-21-000163
35,GRIFOLS SA,21.397585381387042,0.006163006904281283,0001104659-21-048385
163,STEALTHGAS INC.,21.51925319144516,0.005888790076029249,0001193125-21-133884
259,AMRYT PHARMA PLC,21.522174245192147,0.0058823532060364855,0001140361-21-015121
294,HUAHUI EDUCATION GROUP LTD,21.53357136932165,0.005857303103456966,0001493152-21-010111
75,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,21.74138990043643,0.005418155085625731,0001193125-21-118512
398,KAROOOOO LTD.,21.792050842762862,0.005316013275618865,0001213900-21-034470
155,TANTECH HOLDINGS LTD,21.894605879877524,0.0051148968445562494,0001104659-21-055681
240,XP INC.,22.198205812267485,0.004561625463522529,0001628280-21-008199
376,RENREN INC.,22.31110950450351,0.004370995342796618,0001104659-21-073367
359,"CHINA CUSTOMER RELATIONS CENTERS, INC.",22.370002475766544,0.004274636386592968,0001213900-21-026928
143,MAGAL SECURITY SYSTEMS LTD,22.379671412814616,0.004259013789080879,0001178913-21-001455
311,AVIANCA HOLDINGS S.A.,22.54483431290589,0.004000521070186759,0001193125-21-146226
171,ADAGENE INC.,22.58681642730327,0.003937273458052727,0001104659-21-055911
64,NAVIOS SOUTH AMERICAN LOGISTICS INC.,22.66538859109912,0.003821490291289181,0001193125-21-117822
199,DYNAGAS LNG PARTNERS LP,22.7312316910143,0.003727007144386462,0000919574-21-003149
401,"SUMITOMO MITSUI FINANCIAL GROUP, INC.",22.755093952248476,0.003693326590610352,0001193125-21-202577
368,EURASIA ENERGY LTD,23.021428571428572,0.0033368431575473596,0001654954-21-005825
233,ENEL CHILE S.A.,23.110201782067016,0.0032256039968898116,0001558370-21-005231
28,PHARMING GROUP N.V.,23.39531874038959,0.0028921031872978465,0001628280-21-006652
292,CHINA LIBERAL EDUCATION HOLDINGS LTD,23.404614695340502,0.0028818128290874555,0001477932-21-002798
93,AKARI THERAPEUTICS PLC,23.413512541688664,0.0028719964254698303,0001104659-21-052672
31,AMBOW EDUCATION HOLDING LTD.,23.577766930368355,0.0026965036472449493,0001104659-21-048131
127,GRUPO FINANCIERO GALICIA SA,23.59607029389832,0.0026776046044413486,0001193125-21-129010
328,OI S.A. - IN JUDICIAL REORGANIZATION,23.81526108316454,0.002461031643558809,0001292814-21-002227
373,INDONESIA ENERGY CORP LTD,23.914115604583355,0.0023690152478571583,0001493152-21-012001
280,ORIENTAL CULTURE HOLDING LTD,23.966295639724066,0.002321800918704272,0001213900-21-023866
54,ATA CREATIVITY GLOBAL,24.216111942699087,0.0021081326785070756,0001564590-21-018581
337,KAIXIN AUTO HOLDINGS,24.381137286756243,0.0019776020112970472,0001104659-21-067017
219,WPP PLC,24.42697465588798,0.0019427629632929474,0001193125-21-138800
176,JOYY INC.,24.444727457042163,0.0019294307820423152,0001104659-21-056541
342,FUSION FUEL GREEN PLC,24.554879045439684,0.0018486751462812256,0001213900-21-026445
283,BANK OF CHILE,24.55994675576314,0.0018450400661069438,0001213900-21-023927
277,ZHONGCHAO INC.,24.83567763809921,0.001657403190042701,0001213900-21-023712
345,NLS PHARMACEUTICS LTD.,25.04538024074623,0.0015272684019674765,0001213900-21-026511
386,TARO PHARMACEUTICAL INDUSTRIES LTD,25.203146436743317,0.0014359787891639994,0001564590-21-033341
146,INTERCORP FINANCIAL SERVICES INC.,25.24048844742294,0.0014151621279108251,0001193125-21-131800
88,HUANENG POWER INTERNATIONAL INC,25.292059329925785,0.0013868962789056853,0001104659-21-052520
253,"GRUPO TELEVISA, S.A.B.",25.38186010979609,0.0013389845273698905,0001104659-21-059010
132,CHINA NATURAL RESOURCES INC,25.58057864121694,0.001238626437902797,0001553350-21-000322
397,MINGZHU LOGISTICS HOLDINGS LTD,25.700530022334465,0.0011816391978842324,0001213900-21-034430
234,VIA OPTRONICS AG,25.801796063629144,0.0011355270245785015,0001558370-21-005286
115,GOLAR LNG LTD,25.812545605774858,0.0011307364866955658,0001207179-21-000005
135,PLDT INC.,25.866728689796336,0.001106888407946166,0001564590-21-020184
141,XUNLEI LTD,26.225559747489058,0.000960894265184115,0001104659-21-054914
99,CANAAN INC.,26.420764185346016,0.0008895547110423146,0001193125-21-123558
248,NOAH HOLDINGS LTD,26.44107502604229,0.0008824361321443521,0001104659-21-058109
243,COGNYTE SOFTWARE LTD.,26.499953594177978,0.0008621133525636424,0001824814-21-000007
334,"PLASTEC TECHNOLOGIES, LTD.",26.507302023860156,0.0008596092635079421,0001104659-21-066824
3,PEARSON PLC,26.800352891264176,0.0007653395642121521,0001193125-21-103235
53,NATIONAL STEEL CO,27.011491733050434,0.0007037634663335398,0001292814-21-001501
227,WIMI HOLOGRAM CLOUD INC.,27.226030067374104,0.0006461661882848341,0001213900-21-023396
389,AVRICORE HEALTH INC.,27.28236688822686,0.0006318226650280814,0001052918-21-000235
364,"ROAN HOLDINGS GROUP CO., LTD.",27.359293162218666,0.0006127391599390281,0001213900-21-027201
116,"AGM GROUP HOLDINGS, INC.",27.394569148601658,0.0006041778444584771,0001213900-21-022596
350,OSSEN INNOVATION CO. LTD.,27.427093040436755,0.0005963882583143083,0001104659-21-068076
284,EBANG INTERNATIONAL HOLDINGS INC.,27.450132411396062,0.0005909298224329367,0001213900-21-023955
260,PARCELPAL TECHNOLOGY INC.,28.025550651846498,0.0004694145747957444,0001140361-21-015336
258,BEYONDSPRING INC.,28.580566980637613,0.00037556169700363407,0001140361-21-015045
380,NATIONAL GRID PLC,28.59751878190857,0.00037300598167971867,0001004315-21-000067
211,JINXUAN COKING COAL LTD,29.63026162905195,0.0002456589290258206,0001104659-21-057742
369,UNITED WORLD HOLDING GROUP LTD.,29.871290877700424,0.00022274189756737325,0001751995-21-000014
137,ASLAN PHARMACEUTICALS LTD,30.68948610176855,0.0001595483284109838,0001564590-21-020241
360,KBS FASHION GROUP LTD,30.71670795939739,0.00015778187413996176,0001213900-21-026934
381,WIPRO LTD,31.07272095100712,0.00013637712286551702,0001193125-21-186704
278,CEMENTOS PACASMAYO SAA,31.504277474538195,0.00011423346946740194,0001213900-21-023749
187,CHINA MOBILE LTD _ADR_,31.8946160519211,9.727750119609982e-05,0001193125-21-135367
92,ENERGY CO OF PARANA,32.30679610153509,8.206226256108138e-05,0001292814-21-001623
181,SILICOM LTD.,33.00707439454745,6.14077743734293e-05,0001178913-21-001492
96,ZTO EXPRESS (CAYMAN) INC.,33.89445810602525,4.245491274407177e-05,0001104659-21-052844
41,ASPEN INSURANCE HOLDINGS LTD,33.941213497224986,4.163515222948797e-05,0001267395-21-000021
266,KT CORP,34.66516933998347,3.0766148964842275e-05,0001193125-21-142666
262,TOWER SEMICONDUCTOR LTD,35.180752687443196,2.478549221311374e-05,0001178913-21-001533
296,TAOPING INC.,35.590315035119914,2.086653145757966e-05,0001493152-21-010237
379,NEW FRONTIER HEALTH CORP,39.6394353408454,3.739127142808934e-06,0001104659-21-077095
87,CHINA PETROLEUM & CHEMICAL CORP,39.76988659475789,3.5358919997682747e-06,0001104659-21-052188
138,GENFIT S.A.,46.83843828645422,1.6460584230495105e-07,0001564590-21-020254
193,AMTD INTERNATIONAL INC.,52.21001384684794,1.5330280001373483e-08,0001193125-21-136981
49,PYXIS TANKERS INC.,60.23907803080596,4.183797315953466e-10,0001493152-21-008493
203,METALINK LTD,63.13167388167388,1.1285441184330332e-10,0001096906-21-000903
56,FORWARD PHARMA A_S,67.12540428503696,1.8309890888591465e-11,0001047469-21-000947
358,NAVIGATOR HOLDINGS LTD.,81.79918967138225,2.122086904432842e-14,0001193125-21-163906
