,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,company,chi,p,sub_ids,cik_x,form,period,fy,filed,nine_digit_cik,ticker,cik_y,ticker_1,bucket
1441,1441,1441,414,414,414,253,COHERENT INC,9.457339718653708,0.3051948189060449,0000021510-20-000049,21510,10-K,20200930.0,2020.0,20201201,21510,COHR US Equity,21510.0,COHR,1
1442,1442,1442,2570,2570,2570,1514,"COHERUS BIOSCIENCES, INC.",13.048569725363205,0.11018937152547303,0001558370-21-001829,1512762,10-K,20201231.0,2020.0,20210225,1512762,CHRS US Equity,1512762.0,CHRS,1
1443,1443,1443,4615,4615,4615,4405,COHN ROBBINS HOLDINGS CORP.,26.19035087719298,0.0009743435232030099,0001213900-21-019199,1818212,10-K,20201231.0,2020.0,20210331,1818212,CRHC US Equity,1818212.0,CRHC,1
1444,1444,1444,4637,4637,4637,1799,COHU INC,26.47022825901695,0.0008723156465464197,0001437749-21-004277,21535,10-K,20201231.0,2020.0,20210226,21535,COHU US Equity,21535.0,COHU,1
1445,1445,1445,3425,3425,3425,727,COLFAX CORP,16.92217589117772,0.030929735200360013,0001420800-21-000009,1420800,10-K,20201231.0,2020.0,20210218,1420800,CFX US Equity,1420800.0,CFX,1
1446,1446,1446,4468,4468,4468,673,COLGATE PALMOLIVE CO,24.35105541525786,0.0020007953429414336,0000021665-21-000007,21665,10-K,20201231.0,2020.0,20210218,21665,CL US Equity,21665.0,CL,1
1447,1447,1447,5794,5794,5794,42,COLLECTIVE GROWTH CORP,15.047227772227776,0.058233624814907764,0001213900-21-019988,1799611,10-K,20201231.0,2020.0,20210402,1799611,,,,1
1448,1448,1448,314,314,314,140,COLLECTORS UNIVERSE INC,43.499203536056434,7.073292542075936e-07,0001493152-20-016754,1089143,10-K,20200630.0,2020.0,20200826,1089143,,,,1
1449,1449,1449,2659,2659,2659,1509,"COLLEGIUM PHARMACEUTICAL, INC",13.357253346586006,0.10013455193119918,0001558370-21-001814,1267565,10-K,20201231.0,2020.0,20210225,1267565,COLL US Equity,1267565.0,COLL,1
1450,1450,1450,2870,2870,2870,3727,COLLPLANT BIOTECHNOLOGIES LTD,14.255579721873973,0.07534227785122592,0001213900-21-017883,1631487,20-F,20201231.0,2020.0,20210326,1631487,CLGN US Equity,1631487.0,CLGN,1
1451,1451,1451,3768,3768,3768,2609,COLONNADE ACQUISITION CORP.,18.813997113997114,0.015886673396270264,0001193125-21-074025,1816581,10-K,20201231.0,2020.0,20210309,1816581,OUST US Equity,1816581.0,OUST,1
1452,1452,1452,923,923,923,3464,COLONY BANKCORP INC,5.0799537218715916,0.7489973952742099,0000711669-21-000037,711669,10-K,20201231.0,2020.0,20210323,711669,CBAN US Equity,711669.0,CBAN,1
1453,1453,1453,1086,1086,1086,1892,"COLONY CAPITAL, INC.",6.307944080480024,0.6127799665918437,0001679688-21-000018,1679688,10-K,20201231.0,2020.0,20210301,1679688,DBRG US Equity,1679688.0,DBRG,1
1454,1454,1454,2677,2677,2677,1262,"COLONY CREDIT REAL ESTATE, INC.",13.428360818086928,0.09793642293653347,0001717547-21-000010,1717547,10-K,20201231.0,2020.0,20210225,1717547,BRSP US Equity,1717547.0,BRSP,1
1455,1455,1455,655,655,655,134,"COLOR STAR TECHNOLOGY CO., LTD.",23.49596743835875,0.0027825585706461172,0001213900-20-036988,1747661,20-F,20200630.0,2020.0,20201113,1747661,CSCW US Equity,1747661.0,CSCW,1
1456,1456,1456,4820,4820,4820,1323,"COLUMBIA BANKING SYSTEM, INC.",29.096101118427548,0.0003050163352078965,0000887343-21-000065,887343,10-K,20201231.0,2020.0,20210226,887343,COLB US Equity,887343.0,COLB,1
1457,1457,1457,3427,3427,3427,1903,"COLUMBIA FINANCIAL, INC.",16.923822425175235,0.03091215803264308,0001723596-21-000011,1723596,10-K,20201231.0,2020.0,20210301,1723596,CLBK US Equity,1723596.0,CLBK,1
1458,1458,1458,2978,2978,2978,436,"COLUMBIA PROPERTY TRUST, INC.",14.709175624171484,0.06505323224985964,0001252849-21-000032,1252849,10-K,20201231.0,2020.0,20210218,1252849,CXP US Equity,1252849.0,CXP,1
1459,1459,1459,2338,2338,2338,1037,COLUMBIA SPORTSWEAR CO,11.974235402882812,0.15235714321532742,0001050797-21-000014,1050797,10-K,20201231.0,2020.0,20210225,1050797,COLM US Equity,1050797.0,COLM,1
1460,1460,1460,5890,5890,5890,824,COLUMBUS MCKINNON CORP,17.057967032967035,0.029511102008638768,0001005229-21-000155,1005229,10-K,20210331.0,2020.0,20210526,1005229,CMCO US Equity,1005229.0,CMCO,1
1461,1461,1461,942,942,942,96,COMCAST CORP,5.243795331619908,0.7312294584154169,0001166691-21-000008,1166691,10-K,20201231.0,2020.0,20210204,1166691,CMCSA US Equity,1166691.0,CMCSA,1
1462,1462,1462,987,987,987,194,COMERICA INC _NEW_,5.571032032297159,0.6951581740780781,0000028412-21-000054,28412,10-K,20201231.0,2020.0,20210209,28412,CMA US Equity,28412.0,CMA,1
1463,1463,1463,2412,2412,2412,1513,COMFORT SYSTEMS USA INC,12.288528544626107,0.1387872612311817,0001558370-21-001828,1035983,10-K,20201231.0,2020.0,20210225,1035983,FIX US Equity,1035983.0,FIX,1
1464,1464,1464,3720,3720,3720,808,COMMERCE BANCSHARES INC _MO_,18.573544667508827,0.017314447676003892,0000022356-21-000015,22356,10-K,20201231.0,2020.0,20210224,22356,CBSH US Equity,22356.0,CBSH,1
1465,1465,1465,641,641,641,35,COMMERCIAL METALS CO,21.93982005046523,0.005028578790654201,0000022444-20-000047,22444,10-K,20200831.0,2020.0,20201015,22444,CMC US Equity,22444.0,CMC,1
1466,1466,1466,2446,2446,2446,2470,"COMMERCIAL VEHICLE GROUP, INC.",12.495627975207656,0.13042216445341562,0001628280-21-004275,1290900,10-K,20201231.0,2020.0,20210309,1290900,CVGI US Equity,1290900.0,CVGI,1
1467,1467,1467,5616,5616,5616,401,COMMONWEALTH INCOME & GROWTH FUND V,11.573717097054693,0.17126079880958028,0001654954-21-004298,1253347,10-K,20201231.0,2020.0,20210419,1253347,,,,1
1468,1468,1468,5507,5507,5507,402,COMMONWEALTH INCOME & GROWTH FUND VI,9.340905147484097,0.314358686836998,0001654954-21-004299,1351901,10-K,20201231.0,2020.0,20210419,1351901,,,,1
1469,1469,1469,5536,5536,5536,403,"COMMONWEALTH INCOME & GROWTH FUND VII, LP",9.835787145459278,0.27674126282029776,0001654954-21-004301,1450335,10-K,20201231.0,2020.0,20210419,1450335,,,,1
1470,1470,1470,773,773,773,378,"COMMSCOPE HOLDING COMPANY, INC.",3.0680340682623046,0.9300157083807438,0001564590-21-006126,1517228,10-K,20201231.0,2020.0,20210217,1517228,COMM US Equity,1517228.0,COMM,1
1471,1471,1471,3762,3762,3762,3961,COMMUNICATIONS SYSTEMS INC,18.77947263567802,0.016084573644237318,0000897101-21-000260,22701,10-K,20201231.0,2020.0,20210331,22701,,,,1
1472,1472,1472,3307,3307,3307,3753,COMMUNITY BANCORP _VT,16.283350074821758,0.038499463262871854,0001568276-21-000227,718413,10-K,20201231.0,2020.0,20210326,718413,CMTV US Equity,718413.0,CMTV,1
1473,1473,1473,2288,2288,2288,2021,"COMMUNITY BANK SYSTEM, INC.",11.778570540319905,0.16136032275134032,0001104659-21-030055,723188,10-K,20201231.0,2020.0,20210301,723188,CBU US Equity,723188.0,CBU,1
1474,1474,1474,3322,3322,3322,2881,COMMUNITY BANKERS TRUST CORP,16.367992048601803,0.037405847521415625,0001558370-21-003007,1323648,10-K,20201231.0,2020.0,20210315,1323648,ESXB US Equity,1323648.0,ESXB,1
1475,1475,1475,4262,4262,4262,2349,COMMUNITY FINANCIAL CORP _MD_,22.47290475644792,0.0041111758863630185,0001628280-21-003922,855874,10-K,20201231.0,2020.0,20210304,855874,TCFC US Equity,855874.0,TCFC,1
1476,1476,1476,4089,4089,4089,757,COMMUNITY HEALTH SYSTEMS INC,21.0657844188332,0.006974717140497723,0001564590-21-006686,1108109,10-K,20201231.0,2020.0,20210218,1108109,CYH US Equity,1108109.0,CYH,1
1477,1477,1477,1448,1448,1448,333,COMMUNITY HEALTHCARE TRUST INC,8.141991264496683,0.41972443180681496,0001631569-21-000014,1631569,10-K,20201231.0,2020.0,20210216,1631569,CHCT US Equity,1631569.0,CHCT,1
1478,1478,1478,6256,6256,6256,207,COMMUNITY REDEVELOPMENT INC.,37.42619047619048,9.606640600966744e-06,0001683168-21-001378,1084551,10-K,20201231.0,2020.0,20210414,1084551,,,,1
1479,1479,1479,1636,1636,1636,1375,COMMUNITY TRUST BANCORP INC _KY_,9.042665160583038,0.3387095745222787,0001140361-21-006318,350852,10-K,20201231.0,2020.0,20210226,350852,CTBI US Equity,350852.0,CTBI,1
1480,1480,1480,5277,5277,5277,2832,COMMUNITY WEST BANCSHARES _,88.53246505267781,9.230729359030425e-16,0001140361-21-008391,1051343,10-K,20201231.0,2020.0,20210315,1051343,CWBC US Equity,1051343.0,CWBC,1
1481,1481,1481,5548,5548,5548,721,COMMVAULT SYSTEMS INC,10.12229054269634,0.2565474555158801,0001169561-21-000018,1169561,10-K,20210331.0,2020.0,20210513,1169561,CVLT US Equity,1169561.0,CVLT,1
1482,1482,1482,5840,5840,5840,547,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO-SABESP,15.968822462425885,0.0428285384433557,0001292814-21-001795,1170858,20-F,20201231.0,2020.0,20210428,1170858,,,,1
1483,1483,1483,1163,1163,1163,893,COMPASS DIVERSIFIED HOLDINGS,6.779713357943021,0.5605758731349006,0001345126-21-000007,1345126,10-K,20201231.0,2020.0,20210224,1345126,CODI US Equity,1345126.0,CODI,1
1484,1484,1484,3118,3118,3118,1401,COMPASS MINERALS INTERNATIONAL INC,15.356282232667706,0.05257694400179085,0001227654-21-000037,1227654,10-K,20201231.0,2020.0,20210226,1227654,CMP US Equity,1227654.0,CMP,1
1485,1485,1485,1099,1099,1099,2468,COMPASS PATHWAYS PLC,6.361718551056787,0.6067832288258868,0001628280-21-004208,1816590,20-F,20201231.0,2020.0,20210309,1816590,CMPS US Equity,1816590.0,CMPS,1
1486,1486,1486,3940,3940,3940,2545,"COMPASS THERAPEUTICS, INC.",19.970884670884672,0.010446766543026094,0001564590-21-011110,1738021,10-K,20201231.0,2020.0,20210305,1738021,CMPX US Equity,1738021.0,CMPX,1
1487,1487,1487,4626,4626,4626,1085,COMPUGEN LTD,26.348418373422245,0.00091536933481444,0001178913-21-000791,1119774,20-F,20201231.0,2020.0,20210225,1119774,CGEN US Equity,1119774.0,CGEN,1
1488,1488,1488,3447,3447,3447,2802,COMPUTER PROGRAMS & SYSTEMS INC,17.03422395639787,0.029754674854983437,0001628280-21-004641,1169445,10-K,20201231.0,2020.0,20210312,1169445,CPSI US Equity,1169445.0,CPSI,1
1489,1489,1489,3251,3251,3251,2897,COMPUTER TASK GROUP INC,15.999054250104823,0.042393650578665926,0001564590-21-012830,23111,10-K,20201231.0,2020.0,20210312,23111,CTG US Equity,23111.0,CTG,1
1490,1490,1490,3603,3603,3603,2462,COMPX INTERNATIONAL INC,17.911042905120873,0.02190338865057623,0001564590-21-010577,1049606,10-K,20201231.0,2020.0,20210303,1049606,CIX US Equity,1049606.0,CIX,1
1491,1491,1491,2586,2586,2586,2504,"COMSCORE, INC.",13.108062956202168,0.1081851990545778,0001158172-21-000021,1158172,10-K,20201231.0,2020.0,20210310,1158172,SCOR US Equity,1158172.0,SCOR,1
1492,1492,1492,2234,2234,2234,3882,COMSOVEREIGN HOLDING CORP.,11.564030286136674,0.17174123297632932,0001213900-21-018749,1178727,10-K,20201231.0,2020.0,20210330,1178727,COMS US Equity,1178727.0,COMS,1
1493,1493,1493,3726,3726,3726,4431,"COMSTOCK HOLDING COMPANIES, INC.",18.592931538132774,0.017194965673713078,0001299969-21-000002,1299969,10-K,20201231.0,2020.0,20210331,1299969,,,,1
1494,1494,1494,1922,1922,1922,2501,COMSTOCK MINING INC.,10.273506223866756,0.24635173947762745,0001120970-21-000046,1120970,10-K,20201231.0,2020.0,20210310,1120970,LODE US Equity,1120970.0,LODE,1
1495,1495,1495,2719,2719,2719,339,COMSTOCK RESOURCES INC,13.572785777559648,0.09360292769420316,0000023194-21-000015,23194,10-K,20201231.0,2020.0,20210217,23194,CRK US Equity,23194.0,CRK,1
1496,1496,1496,31,31,31,321,COMTECH TELECOMMUNICATIONS CORP _DE_,7.568280480197191,0.4767349569791174,0000023197-20-000127,23197,10-K,20200731.0,2020.0,20200929,23197,CMTL US Equity,23197.0,CMTL,1
1497,1497,1497,23,23,23,21,CONAGRA BRANDS INC.,6.29516804830099,0.6142059105023551,0001564590-20-033366,23217,10-K,20200531.0,2020.0,20200724,23217,CAG US Equity,23217.0,CAG,1
1498,1498,1498,2769,2769,2769,1457,"CONCERT PHARMACEUTICALS, INC.",13.814683700233983,0.08672533368544186,0001367920-21-000013,1367920,10-K,20201231.0,2020.0,20210225,1367920,CNCE US Equity,1367920.0,CNCE,1
1499,1499,1499,215,215,215,309,CONCIERGE TECHNOLOGIES INC,18.14764542663524,0.020146399973314844,0001437749-20-020370,1005101,10-K,20200630.0,2020.0,20200928,1005101,,,,1
1500,1500,1500,4798,4798,4798,4074,CONCORD ACQUISITION CORP,28.65833333333333,0.0003639769539795733,0001213900-21-018863,1824301,10-K,20201231.0,2020.0,20210331,1824301,CND US Equity,1824301.0,CND,1
1501,1501,1501,369,369,369,83,CONCRETE LEVELING SYSTEMS INC,6.679761904761904,0.5715446165063549,0001477932-20-006149,1414382,10-K,20200731.0,2020.0,20201029,1414382,,,,1
1502,1502,1502,2172,2172,2172,8,"CONCRETE PUMPING HOLDINGS, INC.",11.298276887351193,0.18536436869579406,0001437749-21-000581,1703956,10-K,20201031.0,2020.0,20210112,1703956,BBCP US Equity,1703956.0,BBCP,1
1503,1503,1503,3004,3004,3004,3369,"CONDOR HOSPITALITY TRUST, INC.",14.801212635477956,0.06312797954375474,0000929545-21-000008,929545,10-K,20201231.0,2020.0,20210318,929545,,,,1
1504,1504,1504,3592,3592,3592,967,CONDUENT INC,17.842116471659907,0.0224418153452752,0001677703-21-000016,1677703,10-K,20201231.0,2020.0,20210224,1677703,CNDT US Equity,1677703.0,CNDT,1
1505,1505,1505,1351,1351,1351,2234,CONFORMIS INC,7.624216904267838,0.4710107645340623,0001305773-21-000017,1305773,10-K,20201231.0,2020.0,20210304,1305773,CFMS US Equity,1305773.0,CFMS,1
1506,1506,1506,2032,2032,2032,3025,"CONIFER HOLDINGS, INC.",10.722236680995763,0.21793971436824447,0001564590-21-012548,1502292,10-K,20201231.0,2020.0,20210311,1502292,,,,1
1507,1507,1507,1519,1519,1519,870,CONMED CORP,8.495062623018287,0.3866622627166112,0000816956-21-000003,816956,10-K,20201231.0,2020.0,20210222,816956,CNMD US Equity,816956.0,CNMD,1
1508,1508,1508,2998,2998,2998,1726,"CONNECTONE BANCORP, INC.",14.779805399186346,0.06357109931162905,0001206774-21-000555,712771,10-K,20201231.0,2020.0,20210301,712771,CNOB US Equity,712771.0,CNOB,1
1509,1509,1509,3300,3300,3300,4110,CONNS INC,16.257273272244493,0.03884232460433374,0001223389-21-000025,1223389,10-K,20210131.0,2020.0,20210331,1223389,CONN US Equity,1223389.0,CONN,1
1510,1510,1510,2061,2061,2061,469,CONOCOPHILLIPS,10.796442034520506,0.2135019702353702,0001562762-21-000027,1163165,10-K,20201231.0,2020.0,20210216,1163165,COP US Equity,1163165.0,COP,1
1511,1511,1511,5116,5116,5116,380,CONSOL ENERGY INC.,37.937920417201255,7.72971931948197e-06,0001437749-21-002802,1710366,10-K,20201231.0,2020.0,20210212,1710366,CEIX US Equity,1710366.0,CEIX,1
1512,1512,1512,2451,2451,2451,1812,"CONSOLIDATED COMMUNICATIONS HOLDINGS, INC.",12.522549934805026,0.12936729440632652,0001558370-21-001947,1304421,10-K,20201231.0,2020.0,20210226,1304421,CNSL US Equity,1304421.0,CNSL,1
1513,1513,1513,1777,1777,1777,424,CONSOLIDATED EDISON INC,9.628851206798325,0.2920476045480556,0001047862-21-000049,1047862,10-K,20201231.0,2020.0,20210218,1047862,ED US Equity,1047862.0,ED,1
1514,1514,1514,4944,4944,4944,4502,CONSOLIDATED WATER CO. LTD.,31.279005446433693,0.00012531034248353912,0001558370-21-003844,928340,10-K,20201231.0,2020.0,20210331,928340,CWCO US Equity,928340.0,CWCO,1
1515,1515,1515,5248,5248,5248,4325,CONSONANCE-HFW ACQUISITION CORP.,54.779761904761905,4.872104925290821e-09,0001104659-21-044518,1824893,10-K,20201231.0,2020.0,20210331,1824893,SRZN US Equity,1824893.0,SRZN,1
1516,1516,1516,5639,5639,5639,404,"CONSTELLATION BRANDS, INC.",11.948901795826854,0.15349836239444298,0000016918-21-000060,16918,10-K,20210228.0,2020.0,20210420,16918,STZ US Equity,16918.0,STZ,1
1517,1517,1517,5070,5070,5070,929,CONSTELLATION PHARMACEUTICALS INC,35.45298497283017,2.210705097457746e-05,0001564590-21-007783,1434418,10-K,20201231.0,2020.0,20210224,1434418,,,,1
1518,1518,1518,3198,3198,3198,3362,CONSTELLIUM SE,15.74104394284496,0.04624014745084181,0001563411-21-000006,1563411,20-F,20201231.0,2020.0,20210317,1563411,CSTM US Equity,1563411.0,CSTM,1
1519,1519,1519,453,453,453,301,"CONSTRUCTION PARTNERS, INC.",10.943250205153213,0.2049355030794144,0001718227-20-000093,1718227,10-K,20200930.0,2020.0,20201211,1718227,ROAD US Equity,1718227.0,ROAD,1
1520,1520,1520,4872,4872,4872,2549,"CONSUMER PORTFOLIO SERVICES, INC.",29.950282803957435,0.0002156987334565328,0001683168-21-000868,889609,10-K,20201231.0,2020.0,20210310,889609,CPSS US Equity,889609.0,CPSS,1
1521,1521,1521,164,164,164,262,CONSUMERS BANCORP INC _OH_,14.668130221518915,0.06592890327937588,0001437749-20-020029,1006830,10-K,20200630.0,2020.0,20200923,1006830,,,,1
1522,1522,1522,5708,5708,5708,878,"CONTAINER STORE GROUP, INC.",13.419880519051945,0.09819631127239706,0001558370-21-007972,1411688,10-K,20210331.0,2020.0,20210603,1411688,TCS US Equity,1411688.0,TCS,1
1523,1523,1523,2704,2704,2704,2664,CONTANGO OIL & GAS CO,13.520693670258884,0.09514594538632416,0001558370-21-002664,1071993,10-K,20201231.0,2020.0,20210310,1071993,MCF US Equity,1071993.0,MCF,1
1524,1524,1524,259,259,259,284,"CONTANGO ORE, INC.",24.069047619047623,0.002231484557966392,0001437749-20-020272,1502377,10-K,20200630.0,2020.0,20200925,1502377,CTGO US Equity,1502377.0,CTGO,1
1525,1525,1525,4414,4414,4414,4208,CONTEXTLOGIC INC.,23.717402336225863,0.0025555344728106955,0001564590-21-015544,1822250,10-K,20201231.0,2020.0,20210325,1822250,WISH US Equity,1822250.0,WISH,1
1526,1526,1526,534,534,534,70,CONTINENTAL ENERGY CORP,15.37368904996812,0.05227384757639048,0001376474-20-000269,852747,20-F,20200630.0,2020.0,20201028,852747,,,,1
1527,1527,1527,3585,3585,3585,411,"CONTINENTAL RESOURCES, INC",17.806116276045394,0.0227279709920186,0000732834-21-000005,732834,10-K,20201231.0,2020.0,20210216,732834,CLR US Equity,732834.0,CLR,1
1528,1528,1528,1190,1190,1190,3927,CONTRAFECT CORP,6.932932875667429,0.5438857483370256,0001193125-21-100376,1478069,10-K,20201231.0,2020.0,20210330,1478069,CFRX US Equity,1478069.0,CFRX,1
1529,1529,1529,5346,5346,5346,604,"CONTROLADORA VUELA COMPANIA DE AVIACION, S.A.B. DE C.V.",4.961161217087377,0.7617191046383216,0001104659-21-058061,1520504,20-F,20201231.0,2020.0,20210430,1520504,,,,1
1530,1530,1530,3763,3763,3763,4326,CONX CORP.,18.783333333333328,0.016062327802550867,0001104659-21-044522,1823000,10-K,20201231.0,2020.0,20210331,1823000,CONX US Equity,1823000.0,CONX,1
1531,1531,1531,5983,5983,5983,280,"COOL TECHNOLOGIES, INC.",19.427858749437693,0.012731554283149241,0001477932-21-002386,1399352,10-K,20201231.0,2020.0,20210415,1399352,,,,1
1532,1532,1532,427,427,427,293,"COOPER COMPANIES, INC.",9.891344827366787,0.2727350960249751,0000711404-20-000042,711404,10-K,20201031.0,2020.0,20201211,711404,COO US Equity,711404.0,COO,1
1533,1533,1533,3990,3990,3990,596,COOPER TIRE & RUBBER CO,20.415095743955934,0.008874657919493278,0000024491-21-000011,24491,10-K,20201231.0,2020.0,20210222,24491,,,,1
1534,1534,1534,795,795,795,651,COOPER-STANDARD HOLDINGS INC.,3.391462414569463,0.9074480804501748,0001320461-21-000045,1320461,10-K,20201231.0,2020.0,20210222,1320461,CPS US Equity,1320461.0,CPS,1
1535,1535,1535,5814,5814,5814,481,COOTEK(CAYMAN)INC.,15.346424731182795,0.052749302110987314,0001104659-21-054897,1734262,20-F,20201231.0,2020.0,20210426,1734262,CTK US Equity,1734262.0,CTK,1
1536,1536,1536,5299,5299,5299,462,"COPA HOLDINGS, S.A.",3.290874960988196,0.9148003600118404,0001193125-21-128866,1345105,20-F,20201231.0,2020.0,20210423,1345105,CPA US Equity,1345105.0,CPA,1
1537,1537,1537,189,189,189,294,COPART INC,16.109194619641073,0.04084360198910626,0000900075-20-000021,900075,10-K,20200731.0,2020.0,20200928,900075,CPRT US Equity,900075.0,CPRT,1
1538,1538,1538,2166,2166,2166,2875,"CORBUS PHARMACEUTICALS HOLDINGS, INC.",11.26396468797434,0.1871864614566384,0001493152-21-006016,1595097,10-K,20201231.0,2020.0,20210315,1595097,CRBP US Equity,1595097.0,CRBP,1
1539,1539,1539,1123,1123,1123,1069,CORCEPT THERAPEUTICS INC,6.475886355836716,0.5940835633581362,0001628280-21-002861,1088856,10-K,20201231.0,2020.0,20210223,1088856,CORT US Equity,1088856.0,CORT,1
1540,1540,1540,587,587,587,311,CORDOVACANN CORP.,18.51189056586184,0.017699675983428198,0001654954-20-013535,1168981,20-F,20200630.0,2020.0,20201214,1168981,,,,1
1541,1541,1541,3515,3515,3515,131,CORE LABORATORIES N V,17.35846953305981,0.026585439799961426,0001564590-21-004561,1000229,10-K,20201231.0,2020.0,20210208,1000229,CLB US Equity,1000229.0,CLB,1
1542,1542,1542,3801,3801,3801,2702,CORE MOLDING TECHNOLOGIES INC,19.06098632691253,0.014536872846530062,0001026655-21-000003,1026655,10-K,20201231.0,2020.0,20210311,1026655,CMT US Equity,1026655.0,CMT,1
1543,1543,1543,4700,4700,4700,1737,"CORE-MARK HOLDING COMPANY, INC.",27.18473191115569,0.0006568827386181106,0001318084-21-000012,1318084,10-K,20201231.0,2020.0,20210301,1318084,CORE US Equity,1318084.0,CORE,1
1544,1544,1544,5197,5197,5197,682,"CORECIVIC, INC.",44.727606526290025,4.144298480738597e-07,0001564590-21-007050,1070985,10-K,20201231.0,2020.0,20210222,1070985,CXW US Equity,1070985.0,CXW,1
1545,1545,1545,4489,4489,4489,1969,"CORELOGIC, INC.",24.548837109793862,0.0018530181460507168,0000036047-21-000018,36047,10-K,20201231.0,2020.0,20210301,36047,,,,1
1546,1546,1546,4055,4055,4055,2235,"CORENERGY INFRASTRUCTURE TRUST, INC.",20.82405744143761,0.007629783978534873,0001347652-21-000014,1347652,10-K,20201231.0,2020.0,20210304,1347652,,,,1
1547,1547,1547,1122,1122,1122,2809,COREPOINT LODGING INC.,6.4746763152941655,0.5942179063874498,0001707178-21-000010,1707178,10-K,20201231.0,2020.0,20210312,1707178,CPLG US Equity,1707178.0,CPLG,1
1548,1548,1548,4818,4818,4818,114,CORESITE REALTY CORP,29.052665615076922,0.0003104199985973203,0001558370-21-000757,1490892,10-K,20201231.0,2020.0,20210205,1490892,COR US Equity,1490892.0,COR,1
1549,1549,1549,2741,2741,2741,2949,CORETEC GROUP INC.,13.705409368250114,0.0897743816153722,0001437749-21-005962,1375195,10-K,20201231.0,2020.0,20210312,1375195,,,,1
1550,1550,1550,4140,4140,4140,3908,CORMEDIX INC.,21.502695002817426,0.0059254063173726215,0001213900-21-018684,1410098,10-K,20201231.0,2020.0,20210330,1410098,CRMD US Equity,1410098.0,CRMD,1
1551,1551,1551,1446,1446,1446,2449,"CORNERSTONE BUILDING BRANDS, INC.",8.128973119915626,0.4209742019805657,0000883902-21-000012,883902,10-K,20201231.0,2020.0,20210304,883902,CNR US Equity,883902.0,CNR,1
1552,1552,1552,856,856,856,656,CORNERSTONE ONDEMAND INC,4.468203599757136,0.8126057457443133,0001401680-21-000011,1401680,10-K,20201231.0,2020.0,20210222,1401680,CSOD US Equity,1401680.0,CSOD,1
1553,1553,1553,5135,5135,5135,261,CORNING INC _NY,38.94969274950423,5.022149818786461e-06,0001562762-21-000023,24741,10-K,20201231.0,2020.0,20210212,24741,GLW US Equity,24741.0,GLW,1
1554,1554,1554,454,454,454,359,CORNING NATURAL GAS HOLDING CORP,10.951374479386976,0.2044696411409098,0001174947-20-001229,1582244,10-K,20200930.0,2020.0,20201221,1582244,,,,1
1555,1555,1555,1488,1488,1488,4420,CORO GLOBAL INC.,8.322704488493963,0.40259894531494,0001213900-21-019290,842013,10-K,20201231.0,2020.0,20210331,842013,,,,1
1556,1556,1556,1838,1838,1838,1169,CORONADO GLOBAL RESOURCES INC.,9.857565967529203,0.2751656351965018,0001562762-21-000061,1770561,10-K,20201231.0,2020.0,20210225,1770561,,,,1
1557,1557,1557,5961,5961,5961,474,CORPBANCA_FI,18.783379287810106,0.01606206318284353,0001558370-21-004739,1276671,20-F,20201231.0,2020.0,20210423,1276671,,,,1
1558,1558,1558,5554,5554,5554,118,CORPORACION AMERICA AIRPORTS S.A.,10.31506647266947,0.2436049825017252,0001104659-21-048754,1717393,20-F,20201231.0,2020.0,20210409,1717393,CAAP US Equity,1717393.0,CAAP,1
1559,1559,1559,2751,2751,2751,226,CORPORATE OFFICE PROPERTIES TRUST,13.764354412784215,0.08811798958436873,0000860546-21-000010,860546,10-K,20201231.0,2020.0,20210212,860546,OFC US Equity,860546.0,OFC,1
1560,1560,1560,1255,1255,1255,1498,CORPORATE PROPERTY ASSOCIATES 18 GLOBAL INC,7.22206270848161,0.5128744510115819,0001558235-21-000005,1558235,10-K,20201231.0,2020.0,20210225,1558235,,,,1
1561,1561,1561,4594,4594,4594,3040,"CORSAIR GAMING, INC.",25.92219115899721,0.0010829857621206622,0001564590-21-012507,1743759,10-K,20201231.0,2020.0,20210311,1743759,CRSR US Equity,1743759.0,CRSR,1
1562,1562,1562,3069,3069,3069,211,"CORTEVA, INC.",15.076961254332796,0.05766615911685637,0001755672-21-000008,1755672,10-K,20201231.0,2020.0,20210211,1755672,CTVA US Equity,1755672.0,CTVA,1
1563,1563,1563,2349,2349,2349,2096,"CORTEXYME, INC.",12.077375694032328,0.14778481659753628,0001564590-21-009867,1662774,10-K,20201231.0,2020.0,20210301,1662774,CRTX US Equity,1662774.0,CRTX,1
1564,1564,1564,3614,3614,3614,3097,CORTLAND BANCORP INC,17.984642063296608,0.021341922172505568,0001437749-21-006324,774569,10-K,20201231.0,2020.0,20210317,774569,CLDB US Equity,774569.0,CLDB,1
1565,1565,1565,5828,5828,5828,853,CORVEL CORP,15.686309108573766,0.04709649294746972,0001564590-21-030813,874866,10-K,20210331.0,2020.0,20210528,874866,CRVL US Equity,874866.0,CRVL,1
1566,1566,1566,152,152,152,75,CORVUS GOLD INC.,13.808822176213482,0.08688651018379563,0001171843-20-005917,1507964,10-K,20200531.0,2020.0,20200813,1507964,,,,1
1567,1567,1567,1833,1833,1833,3685,"CORVUS PHARMACEUTICALS, INC.",9.838500697598851,0.2765445804863319,0001558370-21-003462,1626971,10-K,20201231.0,2020.0,20210325,1626971,,,,1
